timestamp,store_id,item_id,sales
2023-02-01,001,0001,1
2023-02-01,001,0002,1
2023-02-01,001,0003,1
2023-02-01,001,0004,1
2023-02-01,001,0005,1
2023-02-01,001,0006,1
2023-02-01,001,0007,1
2023-02-01,001,0008,1
2023-02-01,001,0009,1
2023-02-01,001,0010,1
2023-02-01,001,0011,1
2023-02-01,001,0012,1
2023-02-01,001,0013,1
2023-02-01,001,0014,1
2023-02-01,001,0015,1
2023-02-01,001,0016,1
2023-02-01,001,0017,1
2023-02-01,001,0018,1
2023-02-01,001,0019,1
2023-02-01,001,0020,1
2023-02-01,001,0021,1
2023-02-01,001,0022,1
2023-02-01,001,0023,1
2023-02-01,001,0024,1
2023-02-01,001,0025,1
2023-02-01,001,0026,1
2023-02-01,001,0027,1
2023-02-01,001,0028,1
2023-02-01,001,0029,1
2023-02-01,001,0030,1
2023-02-01,001,0031,1
2023-02-01,001,0032,1
2023-02-01,001,0033,1
2023-02-01,001,0034,1
2023-02-01,001,0035,1
2023-02-01,001,0036,1
2023-02-01,001,0037,1
2023-02-01,001,0038,1
2023-02-01,001,0039,1
2023-02-01,001,0040,1
2023-02-01,001,0041,1
2023-02-01,001,0042,1
2023-02-01,001,0043,1
2023-02-01,001,0044,1
2023-02-01,001,0045,1
2023-02-01,001,0046,1
2023-02-01,001,0047,1
2023-02-01,001,0048,1
2023-02-01,001,0049,1
2023-02-01,001,0050,1
2023-02-01,001,0051,1
2023-02-01,001,0052,1
2023-02-01,001,0053,1
2023-02-01,001,0054,1
2023-02-01,001,0055,1
2023-02-01,001,0056,1
2023-02-01,001,0057,1
2023-02-01,001,0058,1
2023-02-01,001,0059,1
2023-02-01,001,0060,1
2023-02-01,001,0061,1
2023-02-01,001,0062,1
2023-02-01,001,0063,1
2023-02-01,001,0064,1
2023-02-01,001,0065,1
2023-02-01,001,0066,1
2023-02-01,001,0067,1
2023-02-01,001,0068,1
2023-02-01,001,0069,1
2023-02-01,001,0070,1
2023-02-01,001,0071,1
2023-02-01,001,0072,1
2023-02-01,001,0073,1
2023-02-01,001,0074,1
2023-02-01,001,0075,1
2023-02-01,001,0076,1
2023-02-01,001,0077,1
2023-02-01,001,0078,1
2023-02-01,001,0079,1
2023-02-01,001,0080,1
2023-02-01,001,0081,1
2023-02-01,001,0082,1
2023-02-01,001,0083,1
2023-02-01,001,0084,1
2023-02-01,001,0085,1
2023-02-01,001,0086,1
2023-02-01,001,0087,1
2023-02-01,001,0088,1
2023-02-01,001,0089,1
2023-02-01,001,0090,1
2023-02-01,001,0091,1
2023-02-01,001,0092,1
2023-02-01,001,0093,1
2023-02-01,001,0094,1
2023-02-01,001,0095,1
2023-02-01,001,0096,1
2023-02-01,001,0097,1
2023-02-01,001,0098,1
2023-02-01,001,0099,1
2023-02-01,001,0100,1
2023-02-01,001,0101,1
2023-02-01,001,0102,1
2023-02-01,001,0103,1
2023-02-01,001,0104,1
2023-02-01,001,0105,1
2023-02-01,001,0106,1
2023-02-01,001,0107,1
2023-02-01,001,0108,1
2023-02-01,001,0109,1
2023-02-01,001,0110,1
2023-02-01,001,0111,1
2023-02-01,001,0112,1
2023-02-01,001,0113,1
